DATE,Price_level,Diff_GDP,Diff_oil,Interest_Rate
01/02/2011,97.38560997,0.29162157,7.6602381,0.16
01/03/2011,97.55737877,0.1717688,10.4863043,0.14
01/04/2011,97.7619188,0.20454003,8.7091719,0.1
01/05/2011,98.08948913,0.32757033,-8.6922944,0.09
01/06/2011,98.1157668,0.02627767,-0.7004545,0.09
01/07/2011,98.44030252,0.32453572,2.7032251,0.07
01/08/2011,98.62281054,0.18250802,-6.3796481,0.1
01/09/2011,98.7206187,0.09780816,2.3655139,0.08
01/10/2011,98.61242141,-0.10819729,-2.9777706,0.07
01/11/2011,98.77481954,0.16239813,1.0350433,0.08
01/12/2011,98.75270612,-0.02211342,-2.5340909,0.07
01/01/2012,99.09932878,0.34662266,3.0236364,0.08
01/02/2012,99.36003746,0.26070868,8.7087446,0.1
01/03/2012,99.47922098,0.11918352,5.2262554,0.13
01/04/2012,99.67217361,0.19295263,-4.337684,0.14
01/05/2012,99.67316438,0.00099077,-10.0692133,0.16
01/06/2012,99.79485715,0.12169277,-14.93269148,0.16
01/07/2012,99.97706279,0.18220564,7.55186148,0.16
01/08/2012,100.225262,0.24819921,10.1990909,0.13
01/09/2012,100.4869832,0.2617212,0.0425,0.14
01/10/2012,100.7165446,0.2295614,-1.4090217,0.16
01/11/2012,100.6869474,-0.0295972,-2.2616601,0.16
01/12/2012,100.8103161,0.1233687,-0.0718182,0.16
01/01/2013,100.969721,0.1594049,3.2886957,0.14
01/02/2013,101.2488429,0.2791219,3.5263043,0.15
01/03/2013,101.2033458,-0.0454971,-7.215,0.14
01/04/2013,101.2142507,0.0109049,-6.3645455,0.15
01/05/2013,101.4090842,0.1948335,0.151502,0.11
01/06/2013,101.6586032,0.249519,0.0830435,0.09
01/07/2013,101.7770996,0.1184964,4.606087,0.09
01/08/2013,101.9005708,0.1234712,3.248913,0.08
01/09/2013,102.038692,0.1381212,0.6564286,0.08
01/10/2013,102.2341383,0.1954463,-2.1422982,0.09
01/11/2013,102.5099541,0.2758158,-1.4024637,0.08
01/12/2013,102.7991801,0.289226,2.5569697,0.09
01/01/2014,102.8129665,0.0137864,-3.0632016,0.07
01/02/2014,102.8969166,0.0839501,1.2415652,0.07
01/03/2014,103.1146099,0.2176933,-1.4062857,0.08
01/04/2014,103.2791035,0.1644936,0.4697402,0.09
01/05/2014,103.6222039,0.3431004,1.8004546,0.09
01/06/2014,103.669748,0.0475441,2.1926623,0.1
01/07/2014,103.9158938,0.2461458,-4.8855279,0.09
01/08/2014,103.9760939,0.0602001,-5.0606625,0.09
01/09/2014,104.0357235,0.0596296,-4.58601736,0.09
01/10/2014,104.0934078,0.0576843,-10.06679842,0.09
01/11/2014,104.1844919,0.0910841,-8.83156522,0.09
01/12/2014,104.1690524,-0.0154395,-16.27495652,0.12
01/01/2015,103.7740529,-0.3949995,-13.7462253,0.11
01/02/2015,104.0623647,0.2883118,9.51368182,0.11
01/03/2015,104.5024995,0.4401348,-2.13913636,0.11
01/04/2015,104.3650179,-0.1374816,3.59818181,0.12
01/05/2015,104.7795412,0.4145233,5.17188312,0.12
01/06/2015,104.8843193,0.1047781,-2.21551948,0.13
01/07/2015,105.0010237,0.1167044,-6.48025692,0.13
01/08/2015,105.0335586,0.0325349,-8.87136646,0.14
01/09/2015,104.9298476,-0.103711,0.24025974,0.14
01/10/2015,104.9559468,0.0260992,0.88954546,0.12
01/11/2015,105.0054968,0.04955,-3.70694805,0.12
01/12/2015,104.9743729,-0.0311239,-6.69540373,0.24
01/01/2016,104.8338952,-0.1404777,-6.9184058,0.34
01/02/2016,104.8152217,-0.0186735,2.39476191,0.38
01/03/2016,105.0332975,0.2180758,5.87364389,0.36
01/04/2016,105.444177,0.4108795,3.17587992,0.37
01/05/2016,105.6678631,0.2236861,4.88510822,0.37
01/06/2016,105.7961407,0.1282776,1.34545455,0.38
01/07/2016,105.8551717,0.059031,-3.40722944,0.39
01/08/2016,105.8436431,-0.0115286,1.07339545,0.4
01/09/2016,106.0889861,0.245343,0.04428853,0.4
01/10/2016,106.3222208,0.2332347,3.54374459,0.4
01/11/2016,106.4418704,0.1196496,-3.29647186,0.41
01/12/2016,106.6953777,0.2535073,7.63045455,0.54
01/01/2017,106.9359231,0.2405454,0.82636363,0.65
01/02/2017,107.0420547,0.1061316,0.60077273,0.66
01/03/2017,107.0965988,0.0545441,-3.52523913,0.79
01/04/2017,107.2594458,0.162847,1.09523913,0.9
01/05/2017,107.3427171,0.0832713,-2.19263043,0.91
01/06/2017,107.5010522,0.1583351,-3.97632412,1.04
01/07/2017,107.5851043,0.0840521,1.79545455,1.15
01/08/2017,107.8497252,0.2646209,2.67956522,1.16
01/09/2017,108.2698308,0.4201056,3.79329192,1.15
01/10/2017,108.5133359,0.2435051,2.45487013,1.15
01/11/2017,108.6505842,0.1372483,4.95772728,1.16
01/12/2017,108.8422102,0.191626,1.63645021,1.3
01/01/2018,109.0011807,0.1589705,4.77461698,1.41
01/02/2018,109.2317171,0.2305364,-3.56452174,1.42
01/03/2018,109.5497192,0.3180021,1.02345455,1.51
01/04/2018,109.9345521,0.3848329,5.1821645,1.69
01/05/2018,110.2901129,0.3555608,5.01933747,1.7
01/06/2018,110.4746715,0.1845586,-1.45552795,1.82
01/07/2018,110.5025179,0.0278464,-0.7537013,1.91
01/08/2018,110.520817,0.0182991,-1.30903162,1.91
01/09/2018,110.7664128,0.2455958,5.73130435,1.95
01/10/2018,111.062044,0.2956312,1.61043478,2.19
01/11/2018,111.324923,0.262879,-15.29679842,2.2
01/12/2018,111.1358736,-0.1890494,-8.70982684,2.27
01/01/2019,111.3301687,0.1942951,2.80879918,2.4
01/02/2019,111.517075,0.1869063,4.8613913,2.4
01/03/2019,111.6927472,0.1756722,2.27695238,2.41
01/04/2019,112.0816262,0.388879,4.7858658,2.42
01/05/2019,112.2012492,0.119623,-0.67029644,2.39
01/06/2019,112.1718915,-0.0293577,-7.23052174,2.38
01/07/2019,112.3925412,0.2206497,0.704,2.4
01/08/2019,112.5470152,0.154474,-4.75272727,2.13
01/09/2019,112.610849,0.0638338,3.08272727,2.04
01/10/2019,112.8845947,0.2737457,-2.96,1.83
01/11/2019,112.9434531,0.0588584,3.37428571,1.55
01/12/2019,113.105869,0.1624159,3.11025974,1.55
01/01/2020,113.3259336,0.2200646,-2.25237154,1.55
01/02/2020,113.2447857,-0.0811479,-8.59867391,1.58
01/03/2020,113.4743118,0.2295261,-22.02168182,0.65
01/04/2020,112.570261,-0.9040508,-9.64454545,0.05
01/05/2020,112.7050055,0.1347445,7.68748917,0.05
01/06/2020,113.2509256,0.5459201,8.90251083,0.08
01/07/2020,113.747021,0.4960954,2.88620553,0.09
01/08/2020,113.7885953,0.0415743,1.4436646,0.1
01/09/2020,114.1042719,0.3156766,-3.17168831,0.09
01/10/2020,114.2057047,0.1014328,-0.61545455,0.09
01/11/2020,114.3024803,0.0967756,2.75428571,0.09
01/12/2020,114.7951654,0.4926851,6.63006212,0.09
01/01/2021,115.1994965,0.4043311,4.69708074,0.09
01/02/2021,115.5425581,0.3430616,7.41207143,0.08
01/03/2021,116.1889503,0.6463922,3.22345652,0.07
01/04/2021,116.8476064,0.6586561,-0.41695652,0.07
01/05/2021,117.3710246,0.5234182,3.27333333,0.06
01/06/2021,117.9998984,0.6288738,5.0239394,0.08
01/07/2021,118.5936388,0.5937404,1.31954545,0.1
01/08/2021,119.0960845,0.5024457,-4.36590909,0.09
01/09/2021,119.5693677,0.4732832,4.57727273,0.08
01/10/2021,120.3211219,0.7517542,9.05181818,0.08
